User Name,Thumbnail URL,Comment Time,Likes,Comment Text
GamingWithHamza,https://yt3.ggpht.com/ytc/AGIKgqMIezPku8ESN6cm_4-YxRPKhLW90DVcLY_z2GN6=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,Can we do an internship during the  University at Arbisoft?
ch bilal anjum,https://yt3.ggpht.com/ytc/AGIKgqOjTKEo5QnpgQq2pxNRtrzSCgsBbv529V_FjH2QWqdRdUQ2j5fMzeEAVp-gQS2L=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,"MashaAllah.Welldone work Ehmad bro.
God bless you"
Owais Ali,https://yt3.ggpht.com/ytc/AGIKgqOs7PsUuySsc8PpSjli1iQaRUS47Ah-cmcTaLnM_A=s48-c-k-c0x00ffffff-no-rj,11 months ago,0,"bhai ye kise bula lya tha?? so amazing, so humble, so knowledgeable, so motivating, wo bi being an HR person"
Uzair Ahmad,,2 years ago,0,"Hi Sir! 
I am currently in my 7th semester of BS CS. Am I eligible to apply in a fresh graduate Hiring?"
Aliyan Ahmed,,2 years ago (edited),1,"could you plz connect me with any ""A=player"" you know from virtual university? 
not necessarily ""A player"" . but someone who is atleast good"
A I.,,2 years ago,0,Great podcast.
Menz Talk,,2 years ago,1,"Sir, which programming language I should learn to become front-end Engineer:

Without Including:

HTML , CSS , JavaScript"
Salman Ahmed Khan,,1 year ago (edited),0,Amazing video. Thinking to join ArbiSoft
Shahzaib Aqeel,,6 months ago,0,Bhai As an elder Brother..........Kindly mujha tohra guide ker dan mann nay CS kr Liya hay but mujha coding karnay ko dil ni krta mean aati hee ni ittni........... Now I want to work as a WordPress Developer kindly recommend me is it good? and what should i learn for the Future as a WordPress Developer for better career opportunities
Fahad Azeem,,2 years ago,0,"Brother I sent you a request on LinkedIn, I have some misconceptions and some questions to ask, would really appreciate your help!"
Mayra Nadeem,,10 months ago,0,very informative content ️
Abu Ubaida,,2 years ago,0,Thank you so much!
muhammad rohan,,2 years ago (edited),0,Came here by the suggestion of Muzamil Hasan and now I am your fan!...
That was Mystic,,2 years ago,0,Plz invite female software engineers to your show.
Xheikh Fazi,https://yt3.ggpht.com/ytc/AGIKgqMeuGUF4V3TeXmvJnT7ZmRi8F1n07q27US00hsR=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,Very informative...Thanks Brother
Ahmed Raza,https://yt3.ggpht.com/ytc/AGIKgqOxQ7rhkQDkM1v1_gp7xB5AeJVlD7qoCFkPteCn=s48-c-k-c0x00ffffff-no-rj,4 months ago,0,One day i will join this organization
M. Ammar Raza,https://yt3.ggpht.com/ytc/AGIKgqPD-9d9sR_B52JGrnl1W2QERcqI1vwB5FyjR5v2MQ=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Amazing Sir ...
Diwan Muhammad Ali,https://yt3.ggpht.com/ytc/AGIKgqOASqlqt_cWjTAk2aylAyHAQpYffmMWEORBWC7s2Q=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Thanks alot man its really helpful.
Maliha Ishtiaq,https://yt3.ggpht.com/ytc/AGIKgqP4Gks9jiLOhgw4wHTvnfOcd5JZYoy2FR38ztAr-w=s48-c-k-c0x00ffffff-no-rj,4 months ago,0,Will a 2.9 cgpa get a job?
Abdulrehman Khan,https://yt3.ggpht.com/ytc/AGIKgqOk8Q9-UN4yy66UVKSVJjLFRpoAD_A0ShUe61L6cg=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,I couldn't find this ep on google podcast anyone have link or something?
Ahmad_Waheed,https://yt3.ggpht.com/M5H5pJJrA_zPkB8vhtPqWunptdCLaxEunx8QgTbUy9DyF7Chg_ygCyan1_4eXNr1JO0Hb53L=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Amazing and good Ahmad bahi
Usama Baig,https://yt3.ggpht.com/ytc/AGIKgqN8r3OsdyHIKrOLYYvcRymoPJCcNzLOQRwqUGVBeg=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Finally.
M SHAHZeB,https://yt3.ggpht.com/ytc/AGIKgqMZb72ODKECM2WikETvfZqBF2qiJx689fWb3tqsww=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,agar apkay pass ulimited seats ha fresh graduate k liye to phr ap logo na 2020 k fresh graduate ko q ineligible kia howa ha apkay 2021 k fresh graduate k program ma? Kam az kam covid walay session k sath to aisa nahi krna chahiye.
MAHA EJAZ,https://yt3.ggpht.com/ytc/AGIKgqO-U0heDDFpBHkD8bNRYhB5Uu24V4dPS7dNUC_t4A=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Its too good
Shah Arbaz,,10 months ago,0,Brother ak video digital marketing pe b banaynnnnn
inam khan,,2 years ago,0,"Sir,Finance and Accounts related degrees k hwaly s bh kisi guest ko bulye aur info share kren."
Muhammad Araiz Bin Saqib,,8 months ago,0,How to prepare for these multiple tests? goto to crack these tests.....
Tooba Inamullah,,2 years ago,0,Keep up the good work
Mr Million.,,1 year ago,0,ye dono american logo se bat kr rhe hain MasaAllah. english 80 used english MasaAllah
MR Mack,,2 years ago,0,Is it better to find a remote tech job from foreign companies since pakistan software companies pay too low?
Sohail Ahmed,,2 years ago,0,This video really helps me
Globaq Pakistan,,7 months ago,0,Nice discussion
Ahmed Zia,,2 years ago,0,"Aoa
Bro i wanted to know about Cyber security and are there jobs for Cyber security in Pakistan?"
Muhammad Rizwan,,2 years ago,0,Thanks for info....
Taimoor Cheema,,1 year ago,1,Ayesha is so over confident .
M Hassan,,1 year ago,0,I want to know about fellowship program
taha ali,https://yt3.ggpht.com/QsthBKL636E7CA1O1uywuZL9bPsdQ47HDyLRUK5orTnXB-E0cREsyvOdZbtvumohg1G-O2p8bA=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,"Sir in future 
AI replace software engineer in 5 to 10 year 
That is real 
Or not 
Plz tell us"
Glomestone,https://yt3.ggpht.com/ytc/AGIKgqMdrcrtWlJv6V8bd_6IHwOzM2F7uIbaZrupmzy8=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,This is the exact reason why I hate having Women in CS
Abdul Hameed Khan,https://yt3.ggpht.com/ytc/AGIKgqO78wPs4MZfdpH9aBTfkcyc1QqsLY2jJjNOaBVqUQI=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,please can u tell me...is there any scope of machine learning in pakistan
Sami Chowhan,https://yt3.ggpht.com/ytc/AGIKgqNE2-u-a1v9GU02k-4yxKJkd7bhm3XrS8vjpw=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Ehmed Zubair ️️️️
Taha,https://yt3.ggpht.com/CN0sgTYIwhUymETKENiReqDQSlvI4yTLv23IP2pPZwXPnKq9EnIVifOpA3fhOvJ6PiMc7Xgc=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Big Fan Bro 
Status World786,https://yt3.ggpht.com/ytc/AGIKgqOQ7tKY9WzqRaXSiRo9vyeYGvueVaNmDyewt_s3=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Kya fresh graduates SE k lye job krna lazmi hai??
u know guy,https://yt3.ggpht.com/sXu-_x4J8QDT9i86qc4U8mH0hKZWiSobl_RZNv2erJtBDhIEMr1p7iNHZbKSIUu0f-z1R8XxFA=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,Please Start-Up par koi video banaya
Tasawar Hussain,https://yt3.ggpht.com/ytc/AGIKgqPpnJEXEj8E0heRfC9xcs2lNIzFaOOOpEe58spR=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,5:50 Apk engineers hotay to ladly hain :)
Awais Ahmed,https://yt3.ggpht.com/ytc/AGIKgqORyFe2U5g87FSNrieYy_rxX5-D7I9p2PVqag=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Bs data science is good choice nd scope???
ijaz Balouch,https://yt3.ggpht.com/ytc/AGIKgqNPPKZb1VWlHEQHWs3NnRRHcedrqWQN1BKCKsXchA=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Sir how can I contact u
